"","Year","AphiaID","Species.Latin.Name","Area","Country","AMS.Catch.TLW.","BMS.Catch.TLW."
"1279",2018,127150,"Scophthalmus rhombus","27_3_A","NO",8.63,NA
"1280",2018,127150,"Scophthalmus rhombus","27_4_A","NO",1.25,NA
"1281",2018,127150,"Scophthalmus rhombus","27_4_B","NO",0.42,NA
"1282",2018,127150,"Scophthalmus rhombus","27_5_B_1_B","NO",0,NA
"1283",2018,127149,"Scophthalmus maximus","27_1_B","NO",0.01,NA
"1284",2018,127149,"Scophthalmus maximus","27_2_A_2","NO",5.39,NA
"1285",2018,127149,"Scophthalmus maximus","27_3_A","NO",8.14,NA
"1286",2018,127149,"Scophthalmus maximus","27_4_A","NO",14.38,NA
"1287",2018,127149,"Scophthalmus maximus","27_4_B","NO",0.9,NA
"1288",2018,127160,"Solea solea","27_2_A_2","NO",0.01,NA
"1289",2018,127160,"Solea solea","27_3_A","NO",2.47,NA
"1290",2018,127160,"Solea solea","27_4_A","NO",0.04,NA
"1291",2018,127160,"Solea solea","27_4_B","NO",2.76,NA
"1292",2018,127186,"Salmo salar","27_1_B","NO",3.92,NA
"1293",2018,127186,"Salmo salar","27_2_A_2","NO",0.52,NA
"1294",2018,127186,"Salmo salar","27_3_A","NO",3.22,NA
"1295",2018,127186,"Salmo salar","27_4_A","NO",12.32,NA
"1296",2018,127187,"Salmo trutta","27_3_A","NO",0.09,NA
"1297",2018,127187,"Salmo trutta","27_4_A","NO",0.07,NA
"1298",2018,127254,"Sebastes mentella","27_1_A","NO",0.02,NA
"1299",2018,127254,"Sebastes mentella","27_1_B","NO",944.09,NA
"1300",2018,127254,"Sebastes mentella","27_14_B_1","NO",1064.11,NA
"1301",2018,127254,"Sebastes mentella","27_14_B_2","NO",506.78,NA
"1302",2018,127254,"Sebastes mentella","27_2_A_2","NO",13109.9,NA
"1303",2018,127254,"Sebastes mentella","27_2_B_2","NO",392.31,NA
"1304",2018,127254,"Sebastes mentella","27_4_A","NO",45.78,NA
"1305",2018,127419,"Capros aper","27_4_A","NO",0.22,NA
"1306",2018,150637,"Eutrigla gurnardus","27_2_A_2","NO",2.27,NA
"1307",2018,150637,"Eutrigla gurnardus","27_3_A","NO",0.01,NA
"1308",2018,150637,"Eutrigla gurnardus","27_4_A","NO",91.38,NA
"1309",2018,150637,"Eutrigla gurnardus","27_4_B","NO",57.25,NA
"1310",2018,158960,"Coryphaenoides rupestris","27_14_B_2","NO",0.82,NA
"1311",2018,158960,"Coryphaenoides rupestris","27_2_A_2","NO",20.57,NA
"1312",2018,158960,"Coryphaenoides rupestris","27_2_B_2","NO",0.51,NA
"1313",2018,158960,"Coryphaenoides rupestris","27_3_A","NO",0.06,NA
"1314",2018,158960,"Coryphaenoides rupestris","27_4_A","NO",0.21,NA
"1315",2018,105812,"Galeus melastomus","27_2_A_2","NO",0.59,NA
"1316",2018,105812,"Galeus melastomus","27_4_A","NO",3.76,NA
"1317",2018,105812,"Galeus melastomus","27_4_B","NO",0.1,NA
"1318",2018,126472,"Macrourus berglax","27_14_B_2","NO",96.64,NA
"1319",2018,126472,"Macrourus berglax","27_2_A_2","NO",85.6,NA
"1320",2018,126472,"Macrourus berglax","27_2_B_2","NO",3,NA
"1321",2018,126472,"Macrourus berglax","27_4_A","NO",0.04,NA
"1322",2018,126472,"Macrourus berglax","27_5_A_2","NO",0.11,NA
"1323",2018,126472,"Macrourus berglax","27_5_B_1_B","NO",4,NA
"1324",2018,126175,"Sebastes","27_2_A_2","NO",0,NA
"1325",2018,151324,"Sebastes norvegicus","27_1_B","NO",1052.35,NA
"1326",2018,151324,"Sebastes norvegicus","27_14_B_2","NO",114.21,NA
"1327",2018,151324,"Sebastes norvegicus","27_2_A_1","NO",0.1,NA
"1328",2018,151324,"Sebastes norvegicus","27_2_A_2","NO",3515.43,NA
"1329",2018,151324,"Sebastes norvegicus","27_2_B_2","NO",609.05,NA
"1330",2018,151324,"Sebastes norvegicus","27_3_A","NO",0.6,NA
"1331",2018,151324,"Sebastes norvegicus","27_4_A","NO",24.98,NA
"1332",2018,151324,"Sebastes norvegicus","27_5_A_2","NO",31.39,NA
"1333",2018,151324,"Sebastes norvegicus","27_5_B_1_B","NO",11.13,NA
"1334",2018,151324,"Sebastes norvegicus","27_6_A","NO",2.34,NA
"1335",2018,105896,"Rostroraja alba","27_2_A_2","NO",0.16,NA
"1336",2018,105896,"Rostroraja alba","27_5_B_1_B","NO",34.34,NA
"1337",2018,105896,"Rostroraja alba","27_5_B_2","NO",0.24,NA
"1338",2018,105896,"Rostroraja alba","27_6_B_1","NO",19.99,NA
"1339",2018,107649,"Pandalus borealis","27_1_A","LT",3593.3,NA
"1340",2018,107649,"Pandalus borealis","27_1_B","LT",13.526,NA
"1341",2018,107649,"Pandalus borealis","27_2_B_2","LT",116.948,NA
"1342",2018,126281,"Anguilla anguilla","27_3_D_26","LT",0.012,NA
"1343",2018,126417,"Clupea harengus","27_3_D_25","LT",1066.69,NA
"1344",2018,126417,"Clupea harengus","27_3_D_26","LT",3461.9,NA
"1345",2018,126417,"Clupea harengus","27_3_D_28_2","LT",1979.97,NA
"1346",2018,126417,"Clupea harengus","27_3_D_29","LT",164.488,NA
"1347",2018,126425,"Sprattus sprattus","27_3_D_25","LT",3410.04,NA
"1348",2018,126425,"Sprattus sprattus","27_3_D_26","LT",8207.77,NA
"1349",2018,126425,"Sprattus sprattus","27_3_D_28_2","LT",4356.2,NA
"1350",2018,126425,"Sprattus sprattus","27_3_D_29","LT",525,NA
"1351",2018,126436,"Gadus morhua","27_1_A","LT",260.231,NA
"1352",2018,126436,"Gadus morhua","27_2_A_2","LT",2.72,NA
"1353",2018,126436,"Gadus morhua","27_2_B_2","LT",4.415,NA
"1354",2018,126436,"Gadus morhua","27_3_D_25","LT",117.12,6.3
"1355",2018,126436,"Gadus morhua","27_3_D_26","LT",642.466,7.255
"1356",2018,126436,"Gadus morhua","27_3_D_28_2","LT",0.2,0.01
"1357",2018,126441,"Pollachius virens","27_2_A_2","LT",0.205,NA
"1358",2018,127141,"Platichthys flesus","27_3_D_25","LT",119.473,NA
"1359",2018,127141,"Platichthys flesus","27_3_D_26","LT",245.584,NA
"1360",2018,127144,"Reinhardtius hippoglossoides","27_1_A","LT",169.48,NA
"1361",2018,127144,"Reinhardtius hippoglossoides","27_2_A_2","LT",1.434,NA
"1362",2018,127144,"Reinhardtius hippoglossoides","27_2_B_2","LT",5.708,NA
"1363",2018,127149,"Scophthalmus maximus","27_3_D_26","LT",11.111,NA
"1364",2018,127186,"Salmo salar","27_3_D_25","LT",0.006,NA
"1365",2018,127186,"Salmo salar","27_3_D_26","LT",1.886,NA
"1366",2018,127187,"Salmo trutta","27_3_D_26","LT",0.066,NA
"1367",2018,127254,"Sebastes mentella","27_14_B_1","LT",899.977,NA
"1368",2018,127254,"Sebastes mentella","27_2_A_1","LT",1010.33,NA
"1369",2018,126175,"Sebastes","27_2_A_2","LT",28.753,NA
"1370",2018,126175,"Sebastes","27_2_B_2","LT",143.77,NA
"1371",2018,105711,"Rajidae","27_3_D_24","DK",0.00153,NA
"1372",2018,105711,"Rajidae","27_4_A","DK",32.5322,NA
"1373",2018,105711,"Rajidae","27_4_B","DK",12.7707,NA
"1374",2018,105711,"Rajidae","27_4_C","DK",0.2712,NA
"1375",2018,105711,"Rajidae","27_3_A_20","DK",122.059,NA
"1376",2018,105711,"Rajidae","27_3_A_21","DK",1.56468,NA
"1377",2018,105814,"Scyliorhinus canicula","27_3_A_21","DK",0.0324,NA
"1378",2018,105820,"Galeorhinus galeus","27_4_A","DK",1.34737,NA
"1379",2018,105820,"Galeorhinus galeus","27_4_B","DK",0.24213,NA
"1380",2018,105820,"Galeorhinus galeus","27_3_A_20","DK",0.24,NA
"1381",2018,105865,"Amblyraja radiata","27_4_A","DK",0,0.03
"1382",2018,105865,"Amblyraja radiata","27_4_B","DK",1.0075,0.073
"1383",2018,105869,"Dipturus batis","27_4_A","DK",6.98213,NA
"1384",2018,105869,"Dipturus batis","27_4_B","DK",0.58367,NA
"1385",2018,105869,"Dipturus batis","27_4_C","DK",0.0074,NA
"1386",2018,105869,"Dipturus batis","27_3_A_20","DK",17.3586,NA
"1387",2018,105869,"Dipturus batis","27_3_A_21","DK",0.39201,NA
"1388",2018,105876,"Leucoraja naevus","27_4_A","DK",0.295,NA
"1389",2018,105876,"Leucoraja naevus","27_4_B","DK",0.01243,NA
"1390",2018,105876,"Leucoraja naevus","27_3_A_20","DK",14.1011,NA
"1391",2018,105876,"Leucoraja naevus","27_3_A_21","DK",0.22009,NA
"1392",2018,105883,"Raja clavata","27_4_B","DK",1.29112,NA
"1393",2018,105883,"Raja clavata","27_4_C","DK",0.19549,NA
"1394",2018,105883,"Raja clavata","27_3_A_20","DK",0.02872,NA
"1395",2018,105883,"Raja clavata","27_3_A_21","DK",0.23421,NA
"1396",2018,105923,"Squalus acanthias","27_3_C_22","DK",0.0054,NA
"1397",2018,105923,"Squalus acanthias","27_4_A","DK",6.55307,NA
"1398",2018,105923,"Squalus acanthias","27_4_B","DK",5.40535,NA
"1399",2018,105923,"Squalus acanthias","27_3_A_20","DK",7.49536,NA
"1400",2018,105923,"Squalus acanthias","27_3_A_21","DK",0.01485,NA
"1401",2018,107254,"Nephrops norvegicus","27_3_B_23","DK",0.458,NA
"1402",2018,107254,"Nephrops norvegicus","27_3_C_22","DK",0.023,NA
"1403",2018,107254,"Nephrops norvegicus","27_3_D_24","DK",0.20016,NA
"1404",2018,107254,"Nephrops norvegicus","27_4_A","DK",25.753,NA
"1405",2018,107254,"Nephrops norvegicus","27_4_B","DK",75.8023,NA
"1406",2018,107254,"Nephrops norvegicus","27_3_A_20","DK",2934.47,3.446
"1407",2018,107254,"Nephrops norvegicus","27_3_A_21","DK",2196.28,4.544
"1408",2018,107649,"Pandalus borealis","27_1_A","DK",1341.98,NA
"1409",2018,107649,"Pandalus borealis","27_1_B","DK",635.663,NA
"1410",2018,107649,"Pandalus borealis","27_4_A","DK",81.5368,NA
"1411",2018,107649,"Pandalus borealis","27_4_B","DK",2.958,NA
"1412",2018,107649,"Pandalus borealis","27_3_A_20","DK",1706.56,NA
"1413",2018,107649,"Pandalus borealis","27_3_A_21","DK",0.03,NA
"1414",2018,125909,"Ammodytes","27_3_C_22","DK",0.666652,NA
"1415",2018,125909,"Ammodytes","27_3_D_24","DK",519.183,NA
"1416",2018,125909,"Ammodytes","27_4_A","DK",0.007,NA
"1417",2018,125909,"Ammodytes","27_4_B","DK",167189,NA
"1418",2018,125909,"Ammodytes","27_4_C","DK",93.91,NA
"1419",2018,125909,"Ammodytes","27_3_A_20","DK",8298.67,13.56
"1420",2018,125909,"Ammodytes","27_3_A_21","DK",25,NA
"1421",2018,126281,"Anguilla anguilla","27_3_B_23","DK",40.507,NA
"1422",2018,126281,"Anguilla anguilla","27_3_C_22","DK",46.4876,NA
"1423",2018,126281,"Anguilla anguilla","27_3_D_24","DK",42.7802,NA
"1424",2018,126281,"Anguilla anguilla","27_4_A","DK",0.012,NA
"1425",2018,126281,"Anguilla anguilla","27_4_B","DK",15.386,NA
"1426",2018,126281,"Anguilla anguilla","27_3_A_20","DK",0.0554,NA
"1427",2018,126281,"Anguilla anguilla","27_3_A_21","DK",25.5991,NA
"1428",2018,126417,"Clupea harengus","27_2_A_1","DK",2093.75,NA
"1429",2018,126417,"Clupea harengus","27_2_A_2","DK",14957.9,NA
"1430",2018,126417,"Clupea harengus","27_3_B_23","DK",133.974,NA
"1431",2018,126417,"Clupea harengus","27_3_C_22","DK",485.019,NA
"1432",2018,126417,"Clupea harengus","27_3_D_24","DK",3947.11,NA
"1433",2018,126417,"Clupea harengus","27_3_D_25","DK",1598.71,NA
"1434",2018,126417,"Clupea harengus","27_3_D_26","DK",4176.73,NA
"1435",2018,126417,"Clupea harengus","27_3_D_27","DK",609.064,NA
"1436",2018,126417,"Clupea harengus","27_3_D_28_2","DK",3871.22,NA
"1437",2018,126417,"Clupea harengus","27_3_D_29","DK",1601.67,NA
"1438",2018,126417,"Clupea harengus","27_4_A","DK",88460,3.939
"1439",2018,126417,"Clupea harengus","27_4_B","DK",44066.5,NA
"1440",2018,126417,"Clupea harengus","27_4_C","DK",67.291,NA
"1441",2018,126417,"Clupea harengus","27_6_A","DK",41.793,NA
"1442",2018,126417,"Clupea harengus","27_3_A_20","DK",861.706,NA
"1443",2018,126417,"Clupea harengus","27_3_A_21","DK",1247.19,NA
"1444",2018,126421,"Sardina pilchardus","27_7_D","DK",184.235,NA
"1445",2018,126421,"Sardina pilchardus","27_7_E","DK",68.9428,NA
"1446",2018,126421,"Sardina pilchardus","27_7_H","DK",10.0606,NA
"1447",2018,126421,"Sardina pilchardus","27_3_A_21","DK",0.109,NA
"1448",2018,126425,"Sprattus sprattus","27_3_C_22","DK",4459.28,NA
"1449",2018,126425,"Sprattus sprattus","27_3_D_24","DK",116.783,NA
"1450",2018,126425,"Sprattus sprattus","27_3_D_25","DK",5173.64,NA
"1451",2018,126425,"Sprattus sprattus","27_3_D_26","DK",6373.25,NA
"1452",2018,126425,"Sprattus sprattus","27_3_D_27","DK",540.597,NA
"1453",2018,126425,"Sprattus sprattus","27_3_D_28_2","DK",6394.05,NA
"1454",2018,126425,"Sprattus sprattus","27_3_D_29","DK",1039.15,NA
"1455",2018,126425,"Sprattus sprattus","27_4_A","DK",79.834,NA
"1456",2018,126425,"Sprattus sprattus","27_4_B","DK",154652,NA
"1457",2018,126425,"Sprattus sprattus","27_4_C","DK",6417.21,NA
"1458",2018,126425,"Sprattus sprattus","27_3_A_20","DK",457.041,NA
"1459",2018,126425,"Sprattus sprattus","27_3_A_21","DK",2424.6,NA
"1460",2018,126426,"Engraulis encrasicolus","27_4_B","DK",12.769,NA
"1461",2018,126426,"Engraulis encrasicolus","27_4_C","DK",9.497,NA
"1462",2018,126426,"Engraulis encrasicolus","27_3_A_20","DK",0.178,NA
"1463",2018,126426,"Engraulis encrasicolus","27_3_A_21","DK",2.987,NA
"1464",2018,126436,"Gadus morhua","27_2_B_2","DK",294.471,NA
"1465",2018,126436,"Gadus morhua","27_3_B_23","DK",459.57,0.106
"1466",2018,126436,"Gadus morhua","27_3_C_22","DK",981.381,0.374
"1467",2018,126436,"Gadus morhua","27_3_D_24","DK",1173.42,2.911
"1468",2018,126436,"Gadus morhua","27_3_D_25","DK",1547.49,12.2089
"1469",2018,126436,"Gadus morhua","27_3_D_26","DK",1016.73,3.30308
"1470",2018,126436,"Gadus morhua","27_4_A","DK",4421.13,1.954
"1471",2018,126436,"Gadus morhua","27_4_B","DK",1067.1,0.767
"1472",2018,126436,"Gadus morhua","27_4_C","DK",0.62128,NA
"1473",2018,126436,"Gadus morhua","27_6_A","DK",0.039,NA
"1474",2018,126436,"Gadus morhua","27_3_A_20","DK",4219.95,1.369
"1475",2018,126436,"Gadus morhua","27_3_A_21","DK",169.84,0.159
"1476",2018,126437,"Melanogrammus aeglefinus","27_2_B_2","DK",9.14823,NA
"1477",2018,126437,"Melanogrammus aeglefinus","27_3_B_23","DK",0.24481,NA
"1478",2018,126437,"Melanogrammus aeglefinus","27_3_C_22","DK",0.02541,NA
"1479",2018,126437,"Melanogrammus aeglefinus","27_3_D_24","DK",0.00795,NA
"1480",2018,126437,"Melanogrammus aeglefinus","27_4_A","DK",986.064,0.147
"1481",2018,126437,"Melanogrammus aeglefinus","27_4_B","DK",131.246,0.044
"1482",2018,126437,"Melanogrammus aeglefinus","27_4_C","DK",0.187,NA
"1483",2018,126437,"Melanogrammus aeglefinus","27_6_A","DK",0.75,NA
"1484",2018,126437,"Melanogrammus aeglefinus","27_7_B","DK",0.9,NA
"1485",2018,126437,"Melanogrammus aeglefinus","27_7_C_2","DK",0.3,NA
"1486",2018,126437,"Melanogrammus aeglefinus","27_3_A_20","DK",542.214,0.135
"1487",2018,126437,"Melanogrammus aeglefinus","27_3_A_21","DK",21.437,0.003
"1488",2018,126438,"Merlangius merlangus","27_3_B_23","DK",0.02159,NA
"1489",2018,126438,"Merlangius merlangus","27_3_C_22","DK",7.563,NA
"1490",2018,126438,"Merlangius merlangus","27_3_D_24","DK",23.844,NA
"1491",2018,126438,"Merlangius merlangus","27_3_D_25","DK",5.841,NA
"1492",2018,126438,"Merlangius merlangus","27_3_D_26","DK",0.01534,NA
"1493",2018,126438,"Merlangius merlangus","27_4_A","DK",579.538,0.076
"1494",2018,126438,"Merlangius merlangus","27_4_B","DK",1420.75,NA
"1495",2018,126438,"Merlangius merlangus","27_4_C","DK",25.1604,NA
"1496",2018,126438,"Merlangius merlangus","27_6_A","DK",1.8,NA
"1497",2018,126438,"Merlangius merlangus","27_7_C_2","DK",0.794,NA
"1498",2018,126438,"Merlangius merlangus","27_3_A_20","DK",186.273,0.715
"1499",2018,126438,"Merlangius merlangus","27_3_A_21","DK",144.601,1.881
"1500",2018,126439,"Micromesistius poutassou","27_2_A_1","DK",6.66,NA
"1501",2018,126439,"Micromesistius poutassou","27_2_A_2","DK",20.218,NA
"1502",2018,126439,"Micromesistius poutassou","27_4_A","DK",5.79,NA
"1503",2018,126439,"Micromesistius poutassou","27_4_B","DK",7.449,NA
"1504",2018,126439,"Micromesistius poutassou","27_5_B_1_B","DK",1221.79,NA
"1505",2018,126439,"Micromesistius poutassou","27_6_A","DK",23441.1,NA
"1506",2018,126439,"Micromesistius poutassou","27_6_B_2","DK",7133.87,NA
"1507",2018,126439,"Micromesistius poutassou","27_7_B","DK",2011.26,NA
"1508",2018,126439,"Micromesistius poutassou","27_7_C_2","DK",53450.7,NA
"1509",2018,126439,"Micromesistius poutassou","27_3_A_20","DK",3.065,NA
"1510",2018,126440,"Pollachius pollachius","27_3_B_23","DK",0.05711,NA
"1511",2018,126440,"Pollachius pollachius","27_3_C_22","DK",0.15271,NA
"1512",2018,126440,"Pollachius pollachius","27_4_A","DK",101.872,NA
"1513",2018,126440,"Pollachius pollachius","27_4_B","DK",37.3731,NA
"1514",2018,126440,"Pollachius pollachius","27_3_A_20","DK",224.261,NA
"1515",2018,126440,"Pollachius pollachius","27_3_A_21","DK",1.68305,NA
"1516",2018,126441,"Pollachius virens","27_2_A_1","DK",0.02115,NA
"1517",2018,126441,"Pollachius virens","27_2_A_2","DK",3.29985,NA
"1518",2018,126441,"Pollachius virens","27_2_B_2","DK",0.12971,NA
"1519",2018,126441,"Pollachius virens","27_3_B_23","DK",1.03496,NA
"1520",2018,126441,"Pollachius virens","27_3_C_22","DK",2.04835,NA
"1521",2018,126441,"Pollachius virens","27_3_D_24","DK",0.46948,NA
"1522",2018,126441,"Pollachius virens","27_4_A","DK",4776.57,0.031
"1523",2018,126441,"Pollachius virens","27_4_B","DK",226.38,0.068
"1524",2018,126441,"Pollachius virens","27_4_C","DK",0.62706,NA
"1525",2018,126441,"Pollachius virens","27_6_A","DK",1.268,NA
"1526",2018,126441,"Pollachius virens","27_3_A_20","DK",2008.44,0.186
"1527",2018,126441,"Pollachius virens","27_3_A_21","DK",4.075,NA
"1528",2018,126444,"Trisopterus esmarkii","27_4_A","DK",10367.3,NA
"1529",2018,126444,"Trisopterus esmarkii","27_4_B","DK",20.397,NA
"1530",2018,126444,"Trisopterus esmarkii","27_3_A_20","DK",159.148,NA
"1531",2018,126444,"Trisopterus esmarkii","27_3_A_21","DK",0.148,NA
"1532",2018,126447,"Brosme brosme","27_4_A","DK",37.0976,NA
"1533",2018,126447,"Brosme brosme","27_4_B","DK",1.29571,NA
"1534",2018,126447,"Brosme brosme","27_3_A_20","DK",2.052,NA
"1535",2018,126447,"Brosme brosme","27_3_A_21","DK",0.00164,NA
"1536",2018,126459,"Molva dypterygia","27_4_A","DK",3.14263,NA
"1537",2018,126459,"Molva dypterygia","27_4_B","DK",0.06748,NA
"1538",2018,126459,"Molva dypterygia","27_3_A_20","DK",0.27935,NA
"1539",2018,126459,"Molva dypterygia","27_3_A_21","DK",0.00702,NA
"1540",2018,126461,"Molva molva","27_3_B_23","DK",0.18446,NA
"1541",2018,126461,"Molva molva","27_3_C_22","DK",1.68207,NA
"1542",2018,126461,"Molva molva","27_3_D_24","DK",0.00228,NA
"1543",2018,126461,"Molva molva","27_4_A","DK",980.272,NA
"1544",2018,126461,"Molva molva","27_4_B","DK",37.743,NA
"1545",2018,126461,"Molva molva","27_4_C","DK",0.06834,NA
"1546",2018,126461,"Molva molva","27_3_A_20","DK",91.566,NA
"1547",2018,126461,"Molva molva","27_3_A_21","DK",1.362,NA
"1548",2018,126484,"Merluccius merluccius","27_3_B_23","DK",0.00344,NA
"1549",2018,126484,"Merluccius merluccius","27_3_C_22","DK",0.0109,NA
"1550",2018,126484,"Merluccius merluccius","27_4_A","DK",3280.26,0.066
"1551",2018,126484,"Merluccius merluccius","27_4_B","DK",244.454,NA
"1552",2018,126484,"Merluccius merluccius","27_4_C","DK",0.02748,NA
"1553",2018,126484,"Merluccius merluccius","27_6_A","DK",2.3,NA
"1554",2018,126484,"Merluccius merluccius","27_7_C_2","DK",0.3,NA
"1555",2018,126484,"Merluccius merluccius","27_3_A_20","DK",561.171,0.025
"1556",2018,126484,"Merluccius merluccius","27_3_A_21","DK",7.244,NA
"1557",2018,126501,"Phycis blennoides","27_4_A","DK",35.9962,NA
"1558",2018,126501,"Phycis blennoides","27_4_B","DK",0.20486,NA
"1559",2018,126501,"Phycis blennoides","27_3_A_20","DK",0.84948,NA
"1560",2018,126501,"Phycis blennoides","27_3_A_21","DK",0.03047,NA
"1561",2018,126555,"Lophius piscatorius","27_3_C_22","DK",0.00976,NA
"1562",2018,126555,"Lophius piscatorius","27_4_A","DK",1790.43,NA
"1563",2018,126555,"Lophius piscatorius","27_4_B","DK",410.818,0.005
"1564",2018,126555,"Lophius piscatorius","27_4_C","DK",0.1458,NA
"1565",2018,126555,"Lophius piscatorius","27_3_A_20","DK",595.085,0.478
"1566",2018,126555,"Lophius piscatorius","27_3_A_21","DK",1.86919,NA
"1567",2018,126715,"Argentina silus","27_4_A","DK",18.691,NA
"1568",2018,126715,"Argentina silus","27_4_B","DK",0.011,NA
"1569",2018,126715,"Argentina silus","27_3_A_20","DK",0.017,NA
"1570",2018,126822,"Trachurus trachurus","27_4_A","DK",7.625,NA
"1571",2018,126822,"Trachurus trachurus","27_4_B","DK",175.935,NA
"1572",2018,126822,"Trachurus trachurus","27_6_A","DK",5008.83,NA
"1573",2018,126822,"Trachurus trachurus","27_7_B","DK",720.072,NA
"1574",2018,126822,"Trachurus trachurus","27_7_C_2","DK",315.473,NA
"1575",2018,126822,"Trachurus trachurus","27_7_D","DK",427.749,NA
"1576",2018,126822,"Trachurus trachurus","27_3_A_20","DK",286.104,NA
"1577",2018,126822,"Trachurus trachurus","27_3_A_21","DK",2.992,NA
"1578",2018,126975,"Dicentrarchus labrax","27_3_C_22","DK",0.038,NA
"1579",2018,126975,"Dicentrarchus labrax","27_4_B","DK",0.0085,NA
"1580",2018,126975,"Dicentrarchus labrax","27_4_C","DK",0.005,NA
"1581",2018,126975,"Dicentrarchus labrax","27_3_A_20","DK",0.83,NA
"1582",2018,126975,"Dicentrarchus labrax","27_3_A_21","DK",0.01584,NA
"1583",2018,126986,"Mullus surmuletus","27_3_C_22","DK",0.007,NA
"1584",2018,126986,"Mullus surmuletus","27_4_B","DK",0.0175,NA
"1585",2018,126986,"Mullus surmuletus","27_4_C","DK",0.01,NA
"1586",2018,126986,"Mullus surmuletus","27_3_A_21","DK",0.016,NA
"1587",2018,127023,"Scomber scombrus","27_2_A_1","DK",0.25813,NA
"1588",2018,127023,"Scomber scombrus","27_2_A_2","DK",288.556,NA
"1589",2018,127023,"Scomber scombrus","27_3_B_23","DK",11.3464,NA
"1590",2018,127023,"Scomber scombrus","27_3_C_22","DK",20.3685,NA
"1591",2018,127023,"Scomber scombrus","27_3_D_24","DK",1.45865,NA
"1592",2018,127023,"Scomber scombrus","27_3_D_25","DK",0.437,NA
"1593",2018,127023,"Scomber scombrus","27_4_A","DK",21330,NA
"1594",2018,127023,"Scomber scombrus","27_4_B","DK",648.417,NA
"1595",2018,127023,"Scomber scombrus","27_4_C","DK",3.31,NA
"1596",2018,127023,"Scomber scombrus","27_6_A","DK",8171.05,NA
"1597",2018,127023,"Scomber scombrus","27_7_B","DK",19.9167,NA
"1598",2018,127023,"Scomber scombrus","27_7_C_2","DK",2.5,NA
"1599",2018,127023,"Scomber scombrus","27_7_D","DK",16,NA
"1600",2018,127023,"Scomber scombrus","27_7_E","DK",0.5,NA
"1601",2018,127023,"Scomber scombrus","27_3_A_20","DK",32.634,NA
"1602",2018,127023,"Scomber scombrus","27_3_A_21","DK",193.422,NA
"1603",2018,127136,"Glyptocephalus cynoglossus","27_3_B_23","DK",0.00403,NA
"1604",2018,127136,"Glyptocephalus cynoglossus","27_3_C_22","DK",0.02756,NA
"1605",2018,127136,"Glyptocephalus cynoglossus","27_4_A","DK",364.518,NA
"1606",2018,127136,"Glyptocephalus cynoglossus","27_4_B","DK",134.168,NA
"1607",2018,127136,"Glyptocephalus cynoglossus","27_4_C","DK",0.03178,NA
"1608",2018,127136,"Glyptocephalus cynoglossus","27_3_A_20","DK",770.14,0.01
"1609",2018,127136,"Glyptocephalus cynoglossus","27_3_A_21","DK",25.083,NA
"1610",2018,127139,"Limanda limanda","27_3_B_23","DK",18.4537,NA
"1611",2018,127139,"Limanda limanda","27_3_C_22","DK",273.309,0.007
"1612",2018,127139,"Limanda limanda","27_3_D_24","DK",19.712,NA
"1613",2018,127139,"Limanda limanda","27_3_D_25","DK",0.05439,NA
"1614",2018,127139,"Limanda limanda","27_4_A","DK",18.432,0.117
"1615",2018,127139,"Limanda limanda","27_4_B","DK",674.239,0.403
"1616",2018,127139,"Limanda limanda","27_4_C","DK",16.3935,NA
"1617",2018,127139,"Limanda limanda","27_3_A_20","DK",527.891,0.002
"1618",2018,127139,"Limanda limanda","27_3_A_21","DK",57.948,0.015
"1619",2018,127140,"Microstomus kitt","27_3_B_23","DK",0.48014,NA
"1620",2018,127140,"Microstomus kitt","27_3_C_22","DK",2.783,NA
"1621",2018,127140,"Microstomus kitt","27_3_D_24","DK",0.00156,NA
"1622",2018,127140,"Microstomus kitt","27_4_A","DK",365.065,NA
"1623",2018,127140,"Microstomus kitt","27_4_B","DK",449.993,NA
"1624",2018,127140,"Microstomus kitt","27_3_A_20","DK",232.541,NA
"1625",2018,127140,"Microstomus kitt","27_3_A_21","DK",19.842,NA
"1626",2018,127141,"Platichthys flesus","27_3_B_23","DK",58.9064,NA
"1627",2018,127141,"Platichthys flesus","27_3_C_22","DK",406.046,0.056
"1628",2018,127141,"Platichthys flesus","27_3_D_24","DK",132.131,NA
"1629",2018,127141,"Platichthys flesus","27_3_D_25","DK",622.035,0.004
"1630",2018,127141,"Platichthys flesus","27_3_D_26","DK",8.79559,NA
"1631",2018,127141,"Platichthys flesus","27_4_B","DK",113.794,NA
"1632",2018,127141,"Platichthys flesus","27_4_C","DK",0.0972,NA
"1633",2018,127141,"Platichthys flesus","27_3_A_20","DK",41.087,NA
"1634",2018,127141,"Platichthys flesus","27_3_A_21","DK",148.064,NA
"1635",2018,127143,"Pleuronectes platessa","27_3_B_23","DK",110.604,0.335
"1636",2018,127143,"Pleuronectes platessa","27_3_C_22","DK",1698.41,4.738
"1637",2018,127143,"Pleuronectes platessa","27_3_D_24","DK",427.512,1.138
"1638",2018,127143,"Pleuronectes platessa","27_3_D_25","DK",158.708,0.912
"1639",2018,127143,"Pleuronectes platessa","27_3_D_26","DK",0.0511,NA
"1640",2018,127143,"Pleuronectes platessa","27_4_A","DK",1614.81,0.188
"1641",2018,127143,"Pleuronectes platessa","27_4_B","DK",8049.89,2.985
"1642",2018,127143,"Pleuronectes platessa","27_4_C","DK",1.73,NA
